word,type
Adagio,n.
Adam,n.
Adam's apple,
Adamant,n.
Adamantean,a.
Adamantine,a.
Adambulacral,a.
Adamic,a.
Adamical,a.
Adamite,n.
Adance,adv.
Adangle,adv.
Adansonia,n.
Adapt,a.
Adapt,v. t.
Adaptability,n.
Adaptable,a.
Adaptableness,n.
Adaptation,n.
Adaptative,a.
Adapted,imp. & p. p.
Adaptedness,n.
Adapter,n.
Adapting,p. pr. & vb. n.
Adaption,n.
Adaptive,a.
Adaptiveness,n.
Adaptly,adv.
Adaptness,n.
Adaptorial,a.
Adar,n.
Adarce,n.
Adatis,n.
Adaunt,v. t.
Adaw,v. t. & i.
Adaw,v. t.
Adays,adv.
Add,v. i.
Add,v. t.
Addable,a.
Addax,n.
Added,imp. & p. p.
Addeem,v. t.
Addenda,pl. 
Addendum,n.
Adder fly/,
Adder,n.
Adder's-tongue,n.
Adderwort,n.
Addibility,n.
Addible,a.
Addice,n.
Addict,p. p.
Addict,v. t.
Addicted,imp. & p. p.
Addictedness,n.
Addicting,p. pr. & vb. n.
Addiction,n.
Adding,p. pr. & vb. n.
Addison's disease,
Additament,n.
Addition,n.
Additional,a.
Additional,n.
Additionally,adv.
Additionary,a.
Addititious,a.
Additive,a.
Additory,a.
Addle,a.
Addle,n.
Addle,v. t. & i.
Addle-brain,n.
Addle-brained,a.
Addle-head,n.
Addle-headed,a.
Addle-pate,n.
Addle-pated,a.
Addle-patedness,n.
Addled,imp. & p. p.
Addling,p. pr. & vb. n.
Addlings,n. pl.
Addoom,v. t.
Addorsed,a.
Address,v. i.
Address,v. t.
Address,v.
Addressed,imp. & p. p.
Addressee,n.
Addressing,p. pr. & vb. n.
Addression,n.
Adduce,v. t.
Adduced,imp. & p. p.
Adducent,a.
Adducer,n.
Adducible,a.
Adducing,p. pr. & vb. n.
Adduct,v. t.
Adduction,n.
Adductive,a.
Adductor,n.
Addulce,v. t.
Adeem,v. t.
Adelantadillo,n.
Adelantado,n.
Adelaster,n.
Adeling,n.
Adelocodonic,a.
Adelopod,n.
Adelphia,n.
Adelphous,a.
Adempt,p. p.
Ademption,n.
Aden-,
Adenalgia,n.
Adenalgy,n.
Adeniform,a.
Adenitis,n.
Adeno-,
Adenographic,a.
Adenography,n.
Adenoid,a.
Adenoidal,a.
Adenological,a.
Adenology,n.
Adenophorous,a.
Adenophyllous,a.
Adenose,a.
Adenotomic,a.
Adenotomy,n.
Adenous,a.
Adeps,n.
Adept,a.
Adept,n.
Adeption,a.
Adeptist,n.
Adeptness,n.
Adequacy,n.
Adequate,a.
Adequately,adv.
Adequateness,n.
Adequation,n.
Adesmy,n.
Adessenarian,n.
Adfected,v.
Adfiliated,a.
Adfiliation,n.
Adfluxion,n.
Adhamant,a.
Adhere,v. i.
Adhered,imp. & p. p.
Adherence,n.
Adherency,n.
Adherent,a.
Adherent,n.
Adherently,adv.
Adherer,n.
Adhering,p. pr. & vb. n.
Adhesion,n.
Adhesive,a.
Adhesively,adv.
Adhesiveness,n.
Adhibit,v. t.
Adhibition,n.
Adhort,v. t.
Adhortation,n.
Adhortatory,a.
Adiabatic,a.
Adiactinic,a.
Adiantum,n.
Adiaphorism,n.
Adiaphorist,n.
Adiaphoristic,a.
Adiaphorite,n.
Adiaphorous,a.
Adiaphory,n.
Adiathermic,a.
Adieu,interj. & adv.
Adieu,n.
Adieus,pl. 
Adight,p. p.
Adight,v. t.
Adipescent,a.
Adipic,a.
Adipocerate,v. t.
Adipoceration,n.
Adipocere,n.
Adipoceriform,a.
Adipocerous,a.
Adipose,a.
Adiposeness,n.
Adiposity,n.
Adipous,a.
Adipsous,a.
Adipsy,n.
Adit,n.
Adjacence,
Adjacency,
Adjacent,a.
Adjacent,n.
Adjacently,adv.
Adject,v. t.
Adjection,n.
Adjectional,a.
Adjectitious,
Adjectival,a.
Adjectivally,adv.
Adjective,n.
Adjective,v. t.
Adjectived,imp. & p. p.
Adjectively,adv.
Adjectiving,p. pr. & vb. n.
Adjoin,v. i.
Adjoin,v. t.
Adjoinant,a.
Adjoined,imp. & p. p.
Adjoining,a.
Adjoining,p. pr. & vb. n.
Adjoint,n.
Adjourn,v. i.
Adjourn,v. t.
Adjournal,n.
Adjourned,imp. & p. p.
Adjourning,p. pr. & vb. n.
Adjournment,n.
Adjudge,v. t.
Adjudged,imp. & p. p.
Adjudger,n.
Adjudging,p. pr. & vb. n.
Adjudgment,n.
Adjudicate,v. i.
Adjudicate,v. t.
Adjudicated,imp. & p. p.
Adjudicating,p. pr. & vb. n.
Adjudication,n.
Adjudicative,a.
Adjudicator,n.
Adjudicature,n.
Adjugate,v. t.
Adjument,n.
Adjunct,a.
Adjunct,n.
Adjunction,n.
Adjunctive,a.
Adjunctive,n.
Adjunctively,adv.
Adjunctly,adv.
Adjuration,n.
Adjuratory,a.
Adjure,v. t.
Adjured,imp. & p. p.
Adjurer,n.
Adjuring,p. pr. & vb. n.
Adjust,v. t.
Adjustable,a.
Adjustage,n.
Adjusted,imp. & p. p.
Adjuster,n.
Adjusting,p. pr. & vb. n.
Adjustive,a.
Adjustment,n.
Adjutage,n.
Adjutancy,n.
Adjutant,n.
Adjutator,n.
Adjute,v. t.
Adjutor,n.
Adjutory,a.
Adjutrix,n.
Adjuvant,a.
Adjuvant,n.
Adlegation,n.
Adlocution,n.
Admarginate,v. t.
Admaxillary,a.
Admeasure,v. t.
Admeasurer,n.
Admensuration,n.
Adminicle,n.
Adminicular,a.
Adminiculary,a.
Administer,n.
Administer,v. i.
Administer,v. t.
Administered,imp. & p. p.
Administerial,a.
Administering,p. pr. & vb. n.
Administrable,a.
Administrant,a.
Administrant,n.
Administrate,v. t.
Administration,n.
Administrative,a.
Administrator,n.
Administratorship,n.
Administratrix,n.
Admirability,n.
Admirable,a.
Admirableness,n.
Admirably,adv.
Admiral,n.
Admiralship,n.
Admiralties,pl. 
Admiralty,n.
Admirance,n.
Admiration,n.
Admirative,a.
Admire,v. i.
Admire,v. t.
Admired,a.
Admired,imp. & p. p.
Admirer,n.
Admiring,a.
Admiring,p. pr. & vb. n.
Admissibility,n.
Admissible,a.
Admission,n.
Admissive,a.
Admissory,a.
Admit,v. t.
Admittable,a.
Admittance,n.
Admittatur,n.
Admitted,a.
Admitted,imp. & p. p.
Admittedly,adv.
Admitter,n.
Admitting,p. pr. & vb. n.
Admix,v. t.
Admixtion,n.
Admixture,n.
Admonish,v. t.
Admonished,imp. & p. p.
Admonisher,n.
Admonishing,p. pr. & vb. n.
Admonishment,n.
Admonition,n.
Admonitioner,n.
Admonitive,a.
Admonitor,n.
Admonitorial,a.
Admonitory,a.
Admonitrix,n.
Admortization,n.
Admove,v. t.
Adnascent,a.
Adnate,a.
Adnation,n.
Adnominal,a.
Adnoun,n.
Adnubilated,a.
Ado,n.
Adobe,n.
Adolescence,n.
Adolescency,n.
Adolescent,a.
Adolescent,n.
Adonean,a.
Adonic,a.
Adonic,n.
Adonis,n.
Adonist,n.
Adonize,v. t.
Adoor,
Adoors,
Adopt,v. t.
Adoptable,a.
Adopted,a.
Adopted,imp. & p. p.
Adopter,n.
Adopting,p. pr. & vb. n.
Adoption,n.
Adoptionist,n.
Adoptious,a.
Adoptive,a.
Adorability,n.
Adorable,a.
Adorableness,n.
Adorably,adv.
Adoration,n.
Adore,v. t.
Adorement,n.
Adorer,n.
Adoring,imp. & p. p. Adored (/); p. pr. & vb. n.
Adoringly,adv.
Adorn,a.
Adorn,n.
Adorn,v. t.
Adornation,n.
Adorned,imp. & p. p.
Adorner,n.
Adorning,p. pr. & vb. n.
Adorningly,adv.
Adornment,n.
Adosculation,n.
Adown,adv.
Adown,prep.
Adpress,v. t.
Adrad,p. a.
Adragant,n.
Adread,v. t. & i.
Adreamed,p. p.
Adrenal,a.
Adrian,a.
Adriatic,a.
Adrift,adv. & a.
Adrip,adv. & a.
Adrogate,v. t.
Adrogation,n.
Adroit,a.
Adroitly,adv.
Adroitness,n.
Adry,a.
Adscititious,a.
Adscript,a.
Adscript,n.
Adscriptive,a.
Adsignification,n.
Adsignify,v. t.
Adstrict,n.
Adstrictory,a.
Adstringent,a.
Adularia,n.
Adulate,v. t.
Adulation,n.
Adulator,n.
Adulatory,a.
Adulatress,n.
Adult,a.
Adult,n.
Adulter,v. i.
Adulterant,a.
Adulterant,n.
Adulterate,a.
Adulterate,v. i.
Adulterate,v. t.
Adulterated,imp. & p. p.
Adulterating,p. pr. & vb. n.
Adulteration,n.
Adulterator,n.
Adulterer,n.
Adulteress,n.
Adulteries,pl. 
Adulterine,a.
Adulterine,n.
Adulterize,v. i.
Adulterous,a.
Adulterously,adv.
Adultery,n.
Adultness,n.
Adumbrant,a.
Adumbrate,v. t.
Adumbration,n.
Adumbrative,a.
Adunation,n.
Adunc,a.
Aduncity,n.
Aduncous,a.
Adunque,a.
Adure,v. t.
Adust,a.
Adusted,a.
Adustible,a.
Adustion,n.
Advance,a.
Advance,v. i.
Advance,v. t.
Advance,v.
Advanced,a.
Advanced,imp. & p. p.
Advancement,v. t.
Advancer,n.
Advancing,p. pr. & vb. n.
Advancive,a.
Advantage,n.
Advantage,v. t.
Advantageable,a.
Advantaged,imp. & p. p.
Advantageous,a.
Advantageously,adv.
Advantageousness,n.
Advantaging,p. pr. & vb. n.
Advene,v. i.
Advenient,a.
Advent,n.
Adventist,n.
Adventitious,a.
Adventive,a.
Adventive,n.
Adventual,a.
Adventure,n.
Adventure,v. i.
Adventured,imp. & p. p.
Adventureful,a.
Adventurer,n.
Adventuresome,a.
Adventuress,n.
Adventuring,p. pr. & vb. n.
Adventurous,n.
Adventurously,adv.
Adventurousness,n.
Adverb,n.
Adverbial,a.
Adverbiality,n.
Adverbialize,v. t.
Adverbially,adv.
Adversaria,n. pl.
Adversaries,pl. 
Adversarious,a.
Adversary,a.
Adversary,n.
Adversative,a.
Adversative,n.
Adverse,a.
Adverse,v. t.
Adversely,adv.
Adverseness,n.
Adversifoliate,a.
Adversifolious,a.
Adversion,n.
Adversities,pl. 
Adversity,n.
Advert,v. i.
Adverted,imp. & p. p.
Advertence,
Advertency,
Advertent,a.
Adverting,p. pr. & vb. n.
Advertise,v. t.
Advertised,imp. & p. p.
Advertisement,n.
Advertiser,n.
Advertising,p. pr. & vb. n.
Advice,n.
Advisability,n.
Advisable,a.
Advisable-ness,n.
Advisably,adv.
Advise,v. t.
Advised,imp. & p. p.
Advisedly,adv.
Advisedness,n.
Advisement,n.
Adviser,n.
Advisership,n.
Advising,p. pr. & vb. n.
Adviso,n.
Advisory,a.
Advocacy,n.
Advocate,n.
Advocate,v. i.
Advocated,imp. & p. p.
Advocateship,n.
Advocating,p. pr. & vb. n.
Advocation,n.
Advocatory,a.
Advoke,v. t.
Advolution,n.
Advoutrer,n.
Advoutress,n.
Advoutry,n.
Advowee,n.
Advowson,n.
Advowtry,n.
Advoyer,n.
Adward,n.
Adynamia,n.
Adynamic,a.
Adynamy,n.
Adyta,pl. 
Adytum,n.
Adz,n.
Adz,v. t.
Adze,n.
Ae,
Aecidia,pl. 
Aecidium,n.
Aedile,n.
Aedileship,n.
Aegean,a.
Aegicrania,n. pl.
Aegilops,n.
Aegis,n.
Aegophony,n.
Aegrotat,n.
Aeneid,n.
Aeneous,a.
Aeolian,a.
Aeolic,a.
Aeolipile,n.
Aeolipyle,n.
Aeolotropic,a.
Aeolotropy,n.
Aeolus,n.
Aeon,n.
Aeonian,a.
Aepyornis,n.
Aerate,v. t.
Aerated,imp. & p. p.
Aerating,p. pr. & vb. n.
Aeration,n.
Aerator,n.
Aerial,a.
Aeriality,n.
Aerially,adv.
Aerie,n.
Aeriferous,a.
Aerification,n.
Aeriform,a.
Aerify,v. t.
Aero-,
Aerobies,n. pl.
Aerobiotic,a.
Aerocyst,n.
Aerodynamic,a.
Aerodynamics,n.
Aerognosy,n.
Aerographer,n.
Aerographic,a.
Aerographical,a.
Aerography,n.
Aerohydrodynamic,a.
Aerolite,n.
Aerolith,n.
Aerolithology,n.
Aerolitic,a.
Aerologic,a.
Aerological,a.
Aerologist,n.
Aerology,n.
Aeromancy,n.
Aerometer,n.
Aerometric,a.
Aerometry,n.
Aeronaut,n.
Aeronautic,a.
Aeronautical,a.
Aeronautics,n.
Aerophobia,n.
Aerophoby,n.
Aerophyte,n.
Aeroplane,n.
Aeroscope,n.
Aeroscopy,n.
Aerose,a.
Aerosiderite,n.
Aerosphere,n.
Aerostat,n.
Aerostatic,a.
Aerostatical,a.
Aerostatics,n.
Aerostation,n.
Aeruginous,a.
Aerugo,n.
Aery,a.
Aery,n.
Aesculapian,a.
Aesculapius,n.
Aesculin,n.
Aesopic,a.
Aesthesia,n.
Aesthesiometer,n.
Aesthesis,n.
Aesthesodic,a.
Aesthete,n.
Aesthetic,a.
Aesthetical,a.
Aesthetican,n.
Aestheticism,n.
Aesthetics,n.
Aestho-physiology,n.
Aestival,a.
Aestivate,v. i.
Aestivation,n.
Aestuary,n. & a.
Aestuous,a.
Aetheogamous,a.
Aether,n.
Aethiops mineral,
Aethogen,n.
Aethrioscope,n.
Aetiological,a.
Aetiology,n.
Aetites,n.
Afar,adv.
Afeard,p. a.
Afer,n.
Affability,n.
Affable,a.
Affableness,n.
Affably,adv.
Affabrous,a.
Affair,n.
Affamish,v. t. & i.
Affamishment,n.
Affatuate,v. t.
Affear,v. t.
Affect,n.
Affect,v. t.
Affectation,n.
Affectationist,n.
Affected,imp. & p. p.
Affected,p. p. & a.
Affectedly,adv.
Affectedness,n.
Affecter,n.
Affectibility,n.
Affectible,a.
Affecting,a.
Affecting,p. pr. & vb. n.
Affectingly,adv.
Affection,n.
Affectional,a.
Affectionate,a.
Affectionated,a.
Affectionately,adv.
Affectionateness,n.
Affectioned,a.
Affective,a.
Affectively,adv.
Affectuous,a.
Affeer,v. t.
Affeerer,n.
Affeerment,n.
Affeeror,n.
Afferent,a.
Affettuoso,adv.
Affiance,n.
Affiance,v. t.
Affianced,imp. / p. p.
Affiancer,n.
Affiancing,p. pr. / vb. n.
Affiant,n.
Affidavit,n.
Affied,imp. & p. p.
Affile,v. t.
Affiliable,a.
Affiliate,v. i.
Affiliate,v. t.
Affiliated,imp. & p. p.
Affiliating,p. pr. & vb. n.
Affiliation,n.
Affinal,a.
Affine,v. t.
Affined,a.
Affinitative,a.
Affinities,pl. 
Affinitive,a.
Affinity,n.
Affirm,v. i.
Affirm,v. t.
Affirmable,a.
Affirmance,n.
Affirmant,n.
Affirmation,n.
Affirmative,a.
Affirmative,n.
Affirmatively,adv.
Affirmatory,a.
Affirmed,imp. & p. p.
Affirmer,n.
Affirming,p. pr. & vb. n.
Affix,n.
Affix,v. t.
Affixed,imp. & p. p.
Affixes,pl. 
Affixing,p. pr. & vb. n.
Affixion,n.
Affixture,n.
Afflation,n.
Afflatus,n.
Afflict,p. p. & a.
Afflict,v. t.
Afflicted,imp. & p. p.
Afflictedness,n.
Afflicter,n.
Afflicting,a.
Afflicting,p. pr. & vb. n.
Affliction,n.
Afflictionless,a.
Afflictive,a.
Afflictively,adv.
Affluence,n.
Affluency,n.
Affluent,a.
Affluent,n.
Affluently,adv.
Affluentness,n.
Afflux,n.
Affluxion,n.
Affodill,n.
Afforce,v. t.
Afforcement,n.
Afforciament,n.
Afford,v. t.
Affordable,a.
Afforded,imp. & p. p.
Affording,p. pr. & vb. n.
Affordment,n.
Afforest,v. t.
Afforestation,n.
Afformative,n.
Affranchise,v. t.
Affranchisement,n.
Affrap,v. t. & i.
Affray,v. t.
Affrayed,p. p.
Affrayer,n.
Affrayment,n.
Affreight,v. t.
Affreighter,n.
Affreightment,n.
Affret,n.
Affriction,n.
Affriended,p. p.
Affright,n.
Affright,p. a.
Affright,v. t.
Affrighted,imp. & p. p.
Affrightedly,adv.
Affrighten,v. t.
Affrighter,n.
Affrightful,a.
Affrighting,p. pr. & vb. n.
Affrightment,n.
Affront,n.
Affront,v. t.
Affronte,a.
Affronted,imp. & p. p.
Affrontedly,adv.
Affrontee,n.
Affronter,n.
Affronting,p. pr. & vb. n.
Affrontingly,adv.
Affrontive,a.
Affrontiveness,n.
Affuse,v. t.
Affused,imp. & p. p.
Affusing,p. pr. & vb. n.
Affusion,n.
Affy,v. i.
Affy,v. t.
Affying,p. pr.
Afghan,a.
Afghan,n.
Afield,adv.
Afire,adv. & a.
Aflame,adv. & a.
Aflat,adv.
Aflaunt,adv. & a.
Aflicker,adv. & a.
Afloat,adv. & a.
Aflow,adv. & a.
Aflush,adv. & a.
Aflutter,adv. & a.
Afoam,adv. & a.
Afoot,adv.
Afore,adv.
Afore,prep.
Aforecited,a.
Aforegoing,a.
Aforehand,a.
Aforehand,adv.
Aforementioned,a.
Aforenamed,a.
Aforesaid,a.
Aforethought,a.
Aforethought,n.
Aforetime,adv.
Afoul,adv. & a.
Afraid,p. a.
Afreet,n.
Afresh,adv.
Afric,a.
Afric,n.
African,a.
African,n.
Africander,n.
Africanism,n.
Africanize,v. t.
Afrit,n.
Afrite,n.
Afront,adv.
Afront,prep.
Aft,adv. & a.
After damp,
After,a.
After,adv.
After,prep.
After-dinner,a.
After-dinner,n.
After-eatage,n.
After-glow,n.
After-image,n.
After-mentioned,a.
After-note,n.
After-sails,n.
After-wit,n.
After-witted,a.
Afterbirth,n.
Aftercast,n.
Afterclap,n.
Aftercrop,n.
Aftereye,v. t.
Aftergame,n.
Aftergrass,n.
Aftergrowth,n.
Afterguard,n.
Afterings,n. pl.
Aftermath,n.
Aftermost,a. superl.
Afternoon,n.
Afterpains,n. pl.
Afterpiece,n.
Aftershaft,n.
Aftertaste,n.
Afterthought,n.
Afterward,adv.
Afterwards,adv.
Afterwise,a.
Aftmost,a.
Aftward,adv.
Aga,n.
Again,adv.
Again,prep.
Againbuy,v. t.
Agains,prep.
Againsay,v. t.
Against,prep.
Againstand,v. t.
Againward,adv.
Agal-agal,n.
Agalactia,n.
Agalactous,a.
Agalaxy,n.
Agalloch,n.
Agallochum,n.
Agalmatolite,n.
Agama,n.
Agami,n.
Agamic,a.
Agamically,adv.
Agamis,pl. 
Agamist,n.
Agamogenesis,n.
Agamogenetic,n.
Agamous,a.
Aganglionic,a.
Agapae,pl. 
Agape,adv. & a.
Agape,n.
Agar-agar,n.
Agaric,n.
Agasp,adv. & a.
Agast,p. p. & a.
Agast,v. t.
Agastric,a.
Agate,adv.
Agate,n.
Agatiferous,a.
Agatine,a.
Agatize,v. t.
Agaty,a.
Agave,n.
Agazed,p. p.
Age,n.
Age,v. i.
Age,v. t.
Aged,a.
Aged,imp. & p. p.
Agedly,adv.
Agedness,n.
Ageless,a.
Agen,adv. & prep.
Agencies,pl. 
Agency,n.
Agend,n.
Agenda,pl. 
Agendum,n.
Agenesic,a.
Agenesis,n.
Agennesis,n.
Agent,a.
Agent,n.
Agential,a.
Agentship,n.
Ageratum,n.
Aggeneration,n.
Agger,n.
Aggerate,v. t.
Aggeration,n.
Aggerose,a.
Aggest,v. t.
Agglomerate,a.
Agglomerate,n.
Agglomerate,v. i.
Agglomerate,v. t.
Agglomerated,a.
Agglomerated,imp. & p. p.
Agglomerating,p. pr. & vb. n.
Agglomeration,n.
Agglomerative,a.
Agglutinant,a.
Agglutinant,n.
Agglutinate,a.
Agglutinate,v. t.
Agglutinated,imp. & p. p.
Agglutinating,p. pr. & vb. n.
Agglutination,n.
Agglutinative,a.
Aggrace,n.
Aggrace,v. t.
Aggrandizable,a.
Aggrandization,n.
Aggrandize,v. i.
Aggrandize,v. t.
Aggrandized,imp. & p. p.
Aggrandizement,n.
Aggrandizer,n.
Aggrandizing,p. pr. & vb. n.
Aggrate,a.
Aggravate,v. t.
Aggravated,imp. & p. p.
Aggravating,a.
Aggravating,p. pr. & vb. n.
Aggravatingly,adv.
Aggravation,n.
Aggravative,a.
Aggravative,n.
Aggregate,a.
Aggregate,n.
Aggregate,v. t.
Aggregated,imp. & p. p.
Aggregately,adv.
Aggregating,p. pr. & vb. n.
Aggregation,n.
Aggregative,a.
Aggregator,n.
Aggrege,v. t.
Aggress,n.
Aggress,v. i.
Aggress,v. t.
Aggressed,imp. & p. p.
Aggressing,p. pr. & vb. n.
Aggression,n.
Aggressive,a.
Aggressor,n.
Aggri,a.
Aggrievance,n.
Aggrieve,v. i.
Aggrieve,v. t.
Aggrieved,imp. & p. p.
Aggrieving,p. pr. & vb. n.
Aggroup,v. t.
Aggrouped,imp. & p. p.
Aggrouping,p. pr. & vb. n.
Aggroupment,n.
Aggry,a.
Agha,n.
Aghast,a & p. p.
Aghast,v. t.
Agible,a.
Agile,a.
Agilely,adv.
Agileness,n.
Agility,n.
Aging,p. pr. & vb. n.
Agio,n.
Agios,pl. 
Agiotage,n.
Agist,v. t.
Agistator,n.
Agister,n.
Agistment,n.
Agistor,n.
Agitable,a.
Agitate,v. t.
Agitated,imp. & p. p.
Agitatedly,adv.
Agitating,p. pr. & vb. n.
Agitation,n.
Agitative,a.
Agitato,a.
Agitator,n.
Agleam,adv. & a.
Aglet,n.
Agley,adv.
Aglimmer,adv. & a.
Aglitter,adv. & a.
Aglossal,a.
Aglow,adv. & a.
Aglutition,n.
Agminal,a.
Agminate,a.
Agminated,a.
Agnail,n.
Agnate,a.
Agnate,n.
Agnatic,a.
Agnation,n.
Agni,pl. 
Agnition,n.
Agnize,v. t.
Agnoiology,n.
Agnomen,n.
Agnominate,v. t.
Agnomination,n.
Agnostic,a.
Agnostic,n.
Agnosticism,n.
Agnus Dei,
Agnus castus,
Agnus,n.
Agnuses,pl. 
Ago,a. & adv.
Agog,a. & adv.
Agoing,adv.
Agon,n.
Agone,a. & adv.
Agone,n.
Agones,pl. 
Agonic,a.
Agonies,pl. 
Agonism,n.
Agonist,n.
Agonistic,a.
Agonistical,a.
Agonistically,adv.
Agonistics,n.
Agonize,v. i.
Agonize,v. t.
Agonized,imp. & p. p.
Agonizing,p. pr. & vb. n.
Agonizingly,adv.
Agonothete,n.
Agonothetic,a.
Agony,n.
Agood,adv.
Agora,n.
Agouara,n.
Agouta,n.
Agouti,n.
Agouty,n.
Agrace,n. & v.
Agraffe,n.
Agrammatist,n.
Agraphia,n.
Agraphic,a.
Agrappes,n. pl.
Agrarian,a.
Agrarian,n.
Agrarianism,n.
Agrarianize,v. t.
Agre,adv.
Agree,adv.
Agree,v. i.
Agree,v. t.
Agreeability,n.
Agreeable,a.
Agreeableness,n.
Agreeably,adv.
Agreed,imp. & p. p.
Agreeing,p. pr. & vb. n.
Agreeingly,adv.
Agreement,n.
Agreer,n.
Agrestic,a.
Agrestical,a.
Agricolation,n.
Agricolist,n.
Agricultor,n.
Agricultural,a.
Agriculturalist,n.
Agriculture,n.
Agriculturism,n.
Agriculturist,n.
Agrief,adv.
Agrimony,n.
Agrin,adv. & a.
Agriologist,n.
Agriology,n.
Agrise,v. i.
Agrise,v. t.
Agrom,n.
Agronomic,
Agronomical,
Agronomics,n.
Agronomist,n.
Agronomy,n.
Agrope,adv. & a.
Agrostis,n.
Agrostographic,a.
Agrostographical,a.
Agrostography,n.
Agrostologic,a.
Agrostological,a.
Agrostologist,n.
Agrostology,n.
Aground,adv. & a.
Agroupment,n.
Agrypnotic,n.
Aguardiente,n.
Ague,n.
Ague,v. t.
Agued,imp. & p. p.
Aguilt,v. t.
Aguise,n.
Aguise,v. t.
Aguish,a.
Agush,adv. & a.
Agynous,a.
Ah,interj.
Aha,interj.
Aha,n.
Ahead,adv.
Aheap,adv.
Aheight,adv.
Ahem,interj.
Ahey,interj.
Ahigh,adv.
Ahold,adv.
Ahorseback,adv.
Ahoy,interj.
Ahriman,n.
Ahu,n.
Ahull,adv.
Ahungered,a.
Ai,n.
Aiblins,adv.
Aich's metal,
Aid,v. t.
Aid-de-camp,n.
Aid-major,n.
Aidance,n.
Aidant,a.
Aided,imp. & p. p.
Aider,n.
Aidful,a.
Aiding,p. pr. & vb. n.
Aidless,a.
Aids-de-camp,pl. 
Aiel,n.
Aiglet,n.
Aigre,a.
Aigremore,n.
Aigret,n.
Aigrette,n.
Aiguille,n.
Aiguillette,n.
Aigulet,n.
Ail,n.
Ail,v. i.
Ail,v. t.
Ailanthus,n.
Ailantus,n.
Ailed,imp. & p. p.
Ailette,n.
Ailing,p. pr. & vb. n.
Ailment,n.
Ailuroidea,n. pl.
Aim,v. i.
Aim,v. t.
Aimed,imp. & p. p.
Aimer,n.
Aiming,p. pr. & vb. n.
Aimless,a.
Ain't,
Aino,n.
Air bed,
Air bladder,
Air brake,
Air cell,
Air chamber,
Air cock,
Air drill,
Air engine,
Air gas,
Air gun,
Air hole,
Air jacket,
Air level,
Air pipe,
Air plant,
Air poise,
Air pump,
Air sac,
Air shaft,
Air stove,
Air vessel,
Air,n.
Air-built,a.
Air-drawn,a.
Air-slacked,a.
Air-tight,a.
Air-tight,n.
Aired,imp. & p. p.
Airer,n.
Airily,adv.
Airiness,n.
Airing,n.
Airing,p. pr. & vb. n.
Airless,a.
Airlike,a.
Airling,n.
Airometer,n.
Airward,adv.
Airwards,adv.
Airy,a.
Ais,pl. 
Aisle,n.
Aisled,a.
Aisless,a.
Ait,n.
Aitch,n.
Aitchbone,n.
Aitiology,n.
Ajar,adv.
Ajog,adv.
Ajutage,n.
Ake,n. & v.
Akene,n.
Aketon,n.
Akimbo,a.
Akin,a.
Akinesia,n.
Akinesic,a.
Aknee,adv.
Aknow,
Al segno,
Al,a.
Al,conj.
Al-,A prefix.
Al-phitomancy,n.
Ala,n.
Alabama period,
Alabaster,n.
Alabastra,pl. 
Alabastrian,a.
Alabastrine,a.
Alabastrum,n.
Alack,interj.
Alackaday,interj.
Alacrify,v. t.
Alacrious,a.
Alacriously,adv.
Alacriousness,n.
Alacrity,n.
Aladinist,n.
Alae,pl. 
Alalonga,n.
Alamire,n.
Alamodality,n.
Alamode,adv. & a.
Alamode,n.
Alamort,a.
Alan,n.
Aland,adv.
Alanine,n.
Alantin,n.
Alar,a.
Alarm,n.
Alarm,v. t.
Alarmable,a.
Alarmed,a.
Alarmed,imp. & p. p.
Alarmedly,adv.
Alarming,a.
Alarming,p. pr. & vb. n.
Alarmist,n.
Alarum,n.
Alary,a.
Alas,interj.
Alate,a.
Alate,adv.
Alated,a.
Alatern,n.
Alaternus,n.
Alation,n.
Alaunt,n.
Alb,n.
Albacore,n.
Alban,n.
Albanian,a.
Albanian,n.
Albata,n.
Albatross,n.
Albe,conj.
Albedo,n.
Albee,conj.
Albeit,conj.
Albertite,n.
Albertype,n.
Albescence,n.
Albescent,a.
Albicant,a.
Albication,n.
Albicore,n.
Albification,n.
Albigenses,n. pl.
Albigensian,a.
Albigeois,n. pl.
Albiness,n.
Albinism,n.
Albinistic,a.
Albino,n.
Albinoism,n.
Albinos,pl. 
Albinotic,a.
Albion,n.
Albite,n.
Albolith,n.
Alborak,n.
Albugineous,a.
Albugines,pl. 
Albugo,n.
Album Graecum,
Album,n.
Albumen,n.
Albumenize,v. t.
Albumenized,imp. & p. p.
Albumenizing,p. pr. & vb. n.
Albumin,n.
Albuminate,n.
Albuminiferous,a.
Albuminimeter,n.
Albuminin,n.
Albuminiparous,a.
Albuminoid,a.
Albuminoid,n.
Albuminoidal,a.
Albuminose,a.
Albuminose,n.
Albuminous,a.
Albuminuria,n.
Albumose,n.
Alburn,n.
Alburnous,a.
Alburnum,n.
Albyn,n.
Alcade,n.
Alcahest,n.
Alcaic,a.
Alcaic,n.
Alcaid,n.
Alcalde,n.
Alcalimeter,n.
Alcanna,n.
Alcarraza,n.
Alcarrazas,pl. 
Alcayde,n.
Alcazar,n.
Alcedo,n.
Alchemic,a.
Alchemical,a.
Alchemically,adv.
Alchemist,n.
Alchemistic,a.
Alchemistical,a.
Alchemistry,n.
Alchemize,v. t.
Alchemy,n.
Alchymic,n.
Alchymist,n.
Alchymistic,n.
Alchymy,n.
Alco,n.
